Time,PixelLabelData
0.11667 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_1.png
0.11833 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_2.png
0.175 sec,
0.22 sec,
0.265 sec,
0.3 sec,
0.37 sec,
0.42333 sec,
0.48 sec,
0.535 sec,
0.57833 sec,
0.63667 sec,
0.68667 sec,
0.735 sec,
0.785 sec,
0.845 sec,
0.88667 sec,
0.94333 sec,
1.01 sec,
1.06 sec,
1.095 sec,
1.1433 sec,
1.1933 sec,
1.2467 sec,
1.3017 sec,
1.3467 sec,
1.405 sec,
1.455 sec,
1.505 sec,
1.555 sec,
1.605 sec,
1.6567 sec,
1.71 sec,
1.7583 sec,
1.8083 sec,
1.8567 sec,
1.9167 sec,
1.96 sec,
2.0283 sec,
2.065 sec,
2.11 sec,
2.1683 sec,
2.215 sec,
2.2683 sec,
2.3217 sec,
2.3717 sec,
2.4217 sec,
2.475 sec,
2.5267 sec,
2.575 sec,
2.6267 sec,
2.6783 sec,
2.7267 sec,
2.7783 sec,
2.8283 sec,
2.88 sec,
2.9317 sec,
2.9833 sec,
3.0383 sec,
3.0867 sec,
3.1367 sec,
3.1933 sec,
3.2417 sec,
3.2917 sec,
3.3417 sec,
3.395 sec,
3.445 sec,
3.5183 sec,
3.5717 sec,
3.6217 sec,
3.665 sec,
3.7067 sec,
3.755 sec,
3.8 sec,
3.85 sec,
3.8983 sec,
3.955 sec,
4.01 sec,
4.0633 sec,
4.1033 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_80.png
4.1617 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_81.png
4.21 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_82.png
4.2633 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_83.png
4.3117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_84.png
4.3683 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\RPS\anno\PixelLabelData\RPS_Label_85.png
