Time,PixelLabelData,OriginalData
0 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_1.png,Studies/012/RPT/anno/OriginalData/RPT_Label_1.png
0.0016667 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_2.png,Studies/012/RPT/anno/OriginalData/RPT_Label_2.png
0.155 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_4.png,Studies/012/RPT/anno/OriginalData/RPT_Label_4.png
0.44 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_9.png,Studies/012/RPT/anno/OriginalData/RPT_Label_9.png
0.65667 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_13.png,Studies/012/RPT/anno/OriginalData/RPT_Label_13.png
0.87333 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_17.png,Studies/012/RPT/anno/OriginalData/RPT_Label_17.png
0.92667 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_18.png,Studies/012/RPT/anno/OriginalData/RPT_Label_18.png
1.1983 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_23.png,Studies/012/RPT/anno/OriginalData/RPT_Label_23.png
1.2517 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_24.png,Studies/012/RPT/anno/OriginalData/RPT_Label_24.png
1.3033 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_25.png,Studies/012/RPT/anno/OriginalData/RPT_Label_25.png
1.3533 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_26.png,Studies/012/RPT/anno/OriginalData/RPT_Label_26.png
1.4083 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_27.png,Studies/012/RPT/anno/OriginalData/RPT_Label_27.png
1.4583 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_28.png,Studies/012/RPT/anno/OriginalData/RPT_Label_28.png
1.515 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_29.png,Studies/012/RPT/anno/OriginalData/RPT_Label_29.png
1.5733 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_30.png,Studies/012/RPT/anno/OriginalData/RPT_Label_30.png
1.6217 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_31.png,Studies/012/RPT/anno/OriginalData/RPT_Label_31.png
1.675 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_32.png,Studies/012/RPT/anno/OriginalData/RPT_Label_32.png
1.7267 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_33.png,Studies/012/RPT/anno/OriginalData/RPT_Label_33.png
1.7933 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_34.png,Studies/012/RPT/anno/OriginalData/RPT_Label_34.png
1.84 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_35.png,Studies/012/RPT/anno/OriginalData/RPT_Label_35.png
1.8967 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_36.png,Studies/012/RPT/anno/OriginalData/RPT_Label_36.png
1.95 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_37.png,Studies/012/RPT/anno/OriginalData/RPT_Label_37.png
1.9967 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_38.png,Studies/012/RPT/anno/OriginalData/RPT_Label_38.png
2.0517 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_39.png,Studies/012/RPT/anno/OriginalData/RPT_Label_39.png
2.1067 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_40.png,Studies/012/RPT/anno/OriginalData/RPT_Label_40.png
2.16 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_41.png,Studies/012/RPT/anno/OriginalData/RPT_Label_41.png
2.215 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_42.png,Studies/012/RPT/anno/OriginalData/RPT_Label_42.png
2.2667 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_43.png,Studies/012/RPT/anno/OriginalData/RPT_Label_43.png
2.3217 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_44.png,Studies/012/RPT/anno/OriginalData/RPT_Label_44.png
2.375 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_45.png,Studies/012/RPT/anno/OriginalData/RPT_Label_45.png
2.4417 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_46.png,Studies/012/RPT/anno/OriginalData/RPT_Label_46.png
2.5067 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_47.png,Studies/012/RPT/anno/OriginalData/RPT_Label_47.png
2.56 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_48.png,Studies/012/RPT/anno/OriginalData/RPT_Label_48.png
2.605 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_49.png,Studies/012/RPT/anno/OriginalData/RPT_Label_49.png
2.665 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_50.png,Studies/012/RPT/anno/OriginalData/RPT_Label_50.png
2.7183 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_51.png,Studies/012/RPT/anno/OriginalData/RPT_Label_51.png
2.77 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_52.png,Studies/012/RPT/anno/OriginalData/RPT_Label_52.png
2.86 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_53.png,Studies/012/RPT/anno/OriginalData/RPT_Label_53.png
2.9183 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_54.png,Studies/012/RPT/anno/OriginalData/RPT_Label_54.png
2.9733 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_55.png,Studies/012/RPT/anno/OriginalData/RPT_Label_55.png
3.025 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_56.png,Studies/012/RPT/anno/OriginalData/RPT_Label_56.png
3.075 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_57.png,Studies/012/RPT/anno/OriginalData/RPT_Label_57.png
3.1233 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_58.png,Studies/012/RPT/anno/OriginalData/RPT_Label_58.png
3.18 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_59.png,Studies/012/RPT/anno/OriginalData/RPT_Label_59.png
3.235 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_60.png,Studies/012/RPT/anno/OriginalData/RPT_Label_60.png
3.2917 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_61.png,Studies/012/RPT/anno/OriginalData/RPT_Label_61.png
3.3917 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_63.png,Studies/012/RPT/anno/OriginalData/RPT_Label_63.png
3.4533 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_64.png,Studies/012/RPT/anno/OriginalData/RPT_Label_64.png
3.505 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_65.png,Studies/012/RPT/anno/OriginalData/RPT_Label_65.png
3.5583 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_66.png,Studies/012/RPT/anno/OriginalData/RPT_Label_66.png
4.0417 sec,Studies/012/RPT/anno/PixelLabelData_3/RPT_Label_75.png,Studies/012/RPT/anno/OriginalData/RPT_Label_75.png
