Time,PixelLabelData
0 sec,
0.0016667 sec,
0.071667 sec,
0.11667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_4.png
0.16833 sec,
0.21833 sec,
0.255 sec,
0.30833 sec,
0.36333 sec,
0.415 sec,
0.46333 sec,
0.51833 sec,
0.56833 sec,
0.62 sec,
0.69 sec,
0.74667 sec,
0.795 sec,
0.87167 sec,
0.935 sec,
0.985 sec,
1.035 sec,
1.085 sec,
1.1367 sec,
1.1917 sec,
1.2433 sec,
1.2917 sec,
1.3467 sec,
1.4 sec,
1.4467 sec,
1.4917 sec,
1.545 sec,
1.5917 sec,
1.6483 sec,
1.7033 sec,
1.75 sec,
1.8117 sec,
1.87 sec,
1.9233 sec,
2 sec,
2.0467 sec,
2.08 sec,
2.1217 sec,
2.1733 sec,
2.23 sec,
2.28 sec,
2.33 sec,
2.3733 sec,
2.4333 sec,
2.4767 sec,
2.53 sec,
2.5967 sec,
2.64 sec,
2.7033 sec,
2.7467 sec,
2.815 sec,
2.8717 sec,
2.9317 sec,
2.985 sec,
3.0367 sec,
3.08 sec,
3.15 sec,
3.2067 sec,
3.255 sec,
3.3217 sec,
3.395 sec,
3.4417 sec,
3.4783 sec,
3.52 sec,
3.57 sec,
3.63 sec,
3.6767 sec,
3.73 sec,
3.8017 sec,
3.8517 sec,
3.9117 sec,
3.9617 sec,
4.03 sec,
4.09 sec,
4.14 sec,
4.1883 sec,
4.235 sec,
4.3 sec,
4.345 sec,
4.395 sec,
4.4433 sec,
4.5133 sec,
4.5667 sec,
4.6167 sec,
4.6683 sec,
4.7167 sec,
4.765 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_91.png
4.815 sec,
4.8567 sec,
4.9367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_94.png
4.9767 sec,
5.0483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_96.png
5.0983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_97.png
5.1517 sec,
5.2033 sec,
5.2483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_100.png
5.305 sec,
5.3483 sec,
5.3983 sec,
5.45 sec,
5.5017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_105.png
5.55 sec,
5.6 sec,
5.6517 sec,
5.6983 sec,
5.76 sec,
5.81 sec,
5.8583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_112.png
5.9083 sec,
5.9583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_114.png
6.005 sec,
6.0633 sec,
6.1167 sec,
6.1833 sec,
6.2317 sec,
6.2683 sec,
6.34 sec,
6.3867 sec,
6.4333 sec,
6.4883 sec,
6.535 sec,
6.5867 sec,
6.635 sec,
6.6783 sec,
6.7467 sec,
6.795 sec,
6.84 sec,
6.895 sec,
6.965 sec,
7.0167 sec,
7.065 sec,
7.1067 sec,
7.1683 sec,
7.2583 sec,
7.3117 sec,
7.3833 sec,
7.4283 sec,
7.515 sec,
7.5633 sec,
7.62 sec,
7.67 sec,
7.7167 sec,
7.765 sec,
7.8167 sec,
7.8717 sec,
7.9317 sec,
7.9817 sec,
8.015 sec,
8.095 sec,
8.1533 sec,
8.205 sec,
8.255 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_156.png
8.305 sec,
8.3583 sec,
8.41 sec,
8.4617 sec,
8.51 sec,
8.5633 sec,
8.6117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_163.png
8.665 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RPT/anno/PixelLabelData/RPT_Label_164.png
