Time,PixelLabelData
0 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/014/RPS/anno/PixelLabelData/RPS_Label_1.png
0.031667 sec,
0.08 sec,
0.12333 sec,
0.15667 sec,
0.21 sec,
0.26667 sec,
0.31833 sec,
0.375 sec,
0.42833 sec,
0.47833 sec,
0.54 sec,
0.58667 sec,
0.64667 sec,
0.69833 sec,
0.75167 sec,
0.80667 sec,
0.86 sec,
0.91333 sec,
0.96333 sec,
1.0217 sec,
1.075 sec,
1.1233 sec,
1.1833 sec,
1.2367 sec,
1.2917 sec,
1.3417 sec,
1.3933 sec,
1.4533 sec,
1.5083 sec,
1.555 sec,
1.6183 sec,
1.6667 sec,
1.7133 sec,
1.7783 sec,
1.8233 sec,
1.8867 sec,
1.9483 sec,
1.99 sec,
2.0317 sec,
2.09 sec,
2.1517 sec,
2.2017 sec,
2.2567 sec,
2.305 sec,
2.365 sec,
2.4183 sec,
2.47 sec,
2.5267 sec,
2.5767 sec,
2.6383 sec,
2.6867 sec,
2.7467 sec,
2.79 sec,
2.8483 sec,
2.9017 sec,
2.9533 sec,
3.0067 sec,
3.0667 sec,
3.11 sec,
3.1683 sec,
3.22 sec,
3.2733 sec,
3.3267 sec,
3.3867 sec,
3.4367 sec,
3.49 sec,
3.545 sec,
3.5983 sec,
3.65 sec,
3.705 sec,
3.7583 sec,
3.8133 sec,
3.8733 sec,
3.925 sec,
3.9767 sec,
4.0317 sec,
4.0867 sec,
4.1367 sec,
4.1967 sec,
4.2433 sec,
4.295 sec,
4.3583 sec,
4.405 sec,
4.4633 sec,
4.5167 sec,
4.5633 sec,
4.625 sec,
4.6767 sec,
4.73 sec,
4.7783 sec,
4.835 sec,
4.8983 sec,
4.9467 sec,
4.99 sec,
5.05 sec,
5.1033 sec,
5.16 sec,
5.2183 sec,
5.265 sec,
5.3083 sec,
5.3767 sec,
5.425 sec,
5.485 sec,
5.53 sec,
5.5833 sec,
5.6383 sec,
5.6983 sec,
5.745 sec,
5.81 sec,
5.8567 sec,
5.9167 sec,
5.9633 sec,
6.02 sec,
6.08 sec,
6.1333 sec,
6.1817 sec,
6.235 sec,
6.2867 sec,
6.3433 sec,
6.39 sec,
6.4433 sec,
6.5017 sec,
6.5517 sec,
6.61 sec,
6.6633 sec,
6.71 sec,
6.765 sec,
6.8233 sec,
6.8783 sec,
6.93 sec,
6.9917 sec,
7.035 sec,
7.0933 sec,
7.1483 sec,
7.1983 sec,
7.2633 sec,
7.3083 sec,
7.365 sec,
7.415 sec,
7.47 sec,
7.5183 sec,
7.5733 sec,
7.6367 sec,
7.6833 sec,
7.735 sec,
7.7917 sec,
7.84 sec,
7.9017 sec,
7.955 sec,
8.0017 sec,
8.0583 sec,
8.125 sec,
8.1617 sec,
8.2167 sec,
8.275 sec,
8.3317 sec,
8.3833 sec,
8.4317 sec,
8.4917 sec,
8.54 sec,
8.6033 sec,
8.6517 sec,
8.7017 sec,
8.775 sec,
8.8267 sec,
8.885 sec,
8.9367 sec,
8.9817 sec,
9.0217 sec,
9.08 sec,
9.1317 sec,
9.195 sec,
9.245 sec,
9.29 sec,
9.3533 sec,
9.4 sec,
9.4567 sec,
9.52 sec,
9.5717 sec,
9.6217 sec,
9.665 sec,
9.7217 sec,
9.7983 sec,
9.8467 sec,
9.9017 sec,
9.945 sec,
9.9933 sec,
10.042 sec,
10.103 sec,
10.152 sec,
10.203 sec,
10.263 sec,
10.312 sec,
10.367 sec,
10.427 sec,
