Time,PixelLabelData,OriginalData
6.2867 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_124.png,Studies/031/LLS/anno/OriginalData/LLS_Label_124.png
7.055 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_139.png,Studies/031/LLS/anno/OriginalData/LLS_Label_139.png
7.1133 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_140.png,Studies/031/LLS/anno/OriginalData/LLS_Label_140.png
7.1683 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_141.png,Studies/031/LLS/anno/OriginalData/LLS_Label_141.png
7.22 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_142.png,Studies/031/LLS/anno/OriginalData/LLS_Label_142.png
7.3183 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_144.png,Studies/031/LLS/anno/OriginalData/LLS_Label_144.png
7.6283 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_150.png,Studies/031/LLS/anno/OriginalData/LLS_Label_150.png
9.5683 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_188.png,Studies/031/LLS/anno/OriginalData/LLS_Label_188.png
9.6117 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_189.png,Studies/031/LLS/anno/OriginalData/LLS_Label_189.png
9.6683 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_190.png,Studies/031/LLS/anno/OriginalData/LLS_Label_190.png
9.7217 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_191.png,Studies/031/LLS/anno/OriginalData/LLS_Label_191.png
9.765 sec,Studies/031/LLS/anno/PixelLabelData/LLS_Label_192.png,Studies/031/LLS/anno/OriginalData/LLS_Label_192.png
