Time,PixelLabelData,OriginalData
0.11667 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_1.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_1.png
0.11833 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_2.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_2.png
4.1033 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_80.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_80.png
4.1617 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_81.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_81.png
4.21 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_82.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_82.png
4.2633 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_83.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_83.png
4.3117 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_84.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_84.png
4.3683 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_85.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_85.png
4.4133 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_86.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_86.png
4.46 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_87.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_87.png
4.5217 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_88.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_88.png
4.57 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_89.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_89.png
4.615 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_90.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_90.png
4.67 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_91.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_91.png
4.7267 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_92.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_92.png
4.7683 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_93.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_93.png
4.825 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_94.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_94.png
4.875 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_95.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_95.png
4.9267 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_96.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_96.png
4.9783 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_97.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_97.png
5.0333 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_98.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_98.png
5.09 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_99.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_99.png
5.135 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_100.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_100.png
5.19 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_101.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_101.png
5.24 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_102.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_102.png
5.29 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_103.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_103.png
5.345 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_104.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_104.png
5.3933 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_105.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_105.png
5.4433 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_106.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_106.png
5.4933 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_107.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_107.png
5.5433 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_108.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_108.png
5.5967 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_109.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_109.png
5.6517 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_110.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_110.png
5.6917 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_111.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_111.png
5.75 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_112.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_112.png
5.8 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_113.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_113.png
5.8517 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_114.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_114.png
5.9083 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_115.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_115.png
5.9517 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_116.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_116.png
6.0133 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_117.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_117.png
6.0583 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_118.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_118.png
6.0983 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_119.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_119.png
6.1583 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_120.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_120.png
6.21 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_121.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_121.png
6.2583 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_122.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_122.png
6.3117 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_123.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_123.png
6.365 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_124.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_124.png
6.4133 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_125.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_125.png
6.4667 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_126.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_126.png
6.5167 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_127.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_127.png
6.57 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_128.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_128.png
6.62 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_129.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_129.png
6.6733 sec,Studies/036-0/RPS/anno/PixelLabelData/RPS_Label_130.png,Studies/036-0/RPS/anno/OriginalData/RPS_Label_130.png
