Time,PixelLabelData,OriginalData
0 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_1.png,Studies/027/RLT/anno/OriginalData/RLT_Label_1.png
0.051667 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_2.png,Studies/027/RLT/anno/OriginalData/RLT_Label_2.png
4.3933 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_82.png,Studies/027/RLT/anno/OriginalData/RLT_Label_82.png
4.505 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_84.png,Studies/027/RLT/anno/OriginalData/RLT_Label_84.png
4.6083 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_86.png,Studies/027/RLT/anno/OriginalData/RLT_Label_86.png
4.7117 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_88.png,Studies/027/RLT/anno/OriginalData/RLT_Label_88.png
4.77 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_89.png,Studies/027/RLT/anno/OriginalData/RLT_Label_89.png
4.82 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_90.png,Studies/027/RLT/anno/OriginalData/RLT_Label_90.png
4.8817 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_91.png,Studies/027/RLT/anno/OriginalData/RLT_Label_91.png
4.93 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_92.png,Studies/027/RLT/anno/OriginalData/RLT_Label_92.png
4.98 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_93.png,Studies/027/RLT/anno/OriginalData/RLT_Label_93.png
5.0367 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_94.png,Studies/027/RLT/anno/OriginalData/RLT_Label_94.png
5.0917 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_95.png,Studies/027/RLT/anno/OriginalData/RLT_Label_95.png
5.1467 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_96.png,Studies/027/RLT/anno/OriginalData/RLT_Label_96.png
5.215 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_97.png,Studies/027/RLT/anno/OriginalData/RLT_Label_97.png
5.2583 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_98.png,Studies/027/RLT/anno/OriginalData/RLT_Label_98.png
5.3233 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_99.png,Studies/027/RLT/anno/OriginalData/RLT_Label_99.png
5.3633 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_100.png,Studies/027/RLT/anno/OriginalData/RLT_Label_100.png
5.4367 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_101.png,Studies/027/RLT/anno/OriginalData/RLT_Label_101.png
5.49 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_102.png,Studies/027/RLT/anno/OriginalData/RLT_Label_102.png
5.545 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_103.png,Studies/027/RLT/anno/OriginalData/RLT_Label_103.png
5.5867 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_104.png,Studies/027/RLT/anno/OriginalData/RLT_Label_104.png
5.6383 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_105.png,Studies/027/RLT/anno/OriginalData/RLT_Label_105.png
5.745 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_107.png,Studies/027/RLT/anno/OriginalData/RLT_Label_107.png
5.79 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_108.png,Studies/027/RLT/anno/OriginalData/RLT_Label_108.png
5.85 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_109.png,Studies/027/RLT/anno/OriginalData/RLT_Label_109.png
5.9067 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_110.png,Studies/027/RLT/anno/OriginalData/RLT_Label_110.png
5.955 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_111.png,Studies/027/RLT/anno/OriginalData/RLT_Label_111.png
6.01 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_112.png,Studies/027/RLT/anno/OriginalData/RLT_Label_112.png
6.06 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_113.png,Studies/027/RLT/anno/OriginalData/RLT_Label_113.png
6.1133 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_114.png,Studies/027/RLT/anno/OriginalData/RLT_Label_114.png
6.1683 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_115.png,Studies/027/RLT/anno/OriginalData/RLT_Label_115.png
6.2283 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_116.png,Studies/027/RLT/anno/OriginalData/RLT_Label_116.png
6.2783 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_117.png,Studies/027/RLT/anno/OriginalData/RLT_Label_117.png
6.595 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_123.png,Studies/027/RLT/anno/OriginalData/RLT_Label_123.png
6.84 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_127.png,Studies/027/RLT/anno/OriginalData/RLT_Label_127.png
6.9533 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_129.png,Studies/027/RLT/anno/OriginalData/RLT_Label_129.png
7.475 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_139.png,Studies/027/RLT/anno/OriginalData/RLT_Label_139.png
8.6583 sec,Studies/027/RLT/anno/PixelLabelData/RLT_Label_161.png,Studies/027/RLT/anno/OriginalData/RLT_Label_161.png
