Time,PixelLabelData,OriginalData
0.075 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_3.png,Studies/022/LAS/anno/OriginalData/LAS_Label_3.png
0.50667 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_12.png,Studies/022/LAS/anno/OriginalData/LAS_Label_12.png
0.56167 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_13.png,Studies/022/LAS/anno/OriginalData/LAS_Label_13.png
0.62333 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_14.png,Studies/022/LAS/anno/OriginalData/LAS_Label_14.png
0.675 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_15.png,Studies/022/LAS/anno/OriginalData/LAS_Label_15.png
0.78 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_17.png,Studies/022/LAS/anno/OriginalData/LAS_Label_17.png
1.0533 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_22.png,Studies/022/LAS/anno/OriginalData/LAS_Label_22.png
3 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_58.png,Studies/022/LAS/anno/OriginalData/LAS_Label_58.png
3.055 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_59.png,Studies/022/LAS/anno/OriginalData/LAS_Label_59.png
3.11 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_60.png,Studies/022/LAS/anno/OriginalData/LAS_Label_60.png
3.1617 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_61.png,Studies/022/LAS/anno/OriginalData/LAS_Label_61.png
3.265 sec,Studies/022/LAS/anno/PixelLabelData/LAS_Label_63.png,Studies/022/LAS/anno/OriginalData/LAS_Label_63.png
