Time,PixelLabelData
0.22 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_1.png
0.28333 sec,
0.33 sec,
0.37167 sec,
0.41333 sec,
0.45667 sec,
0.505 sec,
0.56167 sec,
0.62667 sec,
0.68 sec,
0.71667 sec,
0.76333 sec,
0.81 sec,
0.865 sec,
0.91667 sec,
0.97167 sec,
1.0217 sec,
1.075 sec,
1.13 sec,
1.18 sec,
1.2267 sec,
1.2783 sec,
1.35 sec,
1.3933 sec,
1.4367 sec,
1.4783 sec,
1.5383 sec,
1.5867 sec,
1.64 sec,
1.6867 sec,
1.74 sec,
1.7933 sec,
1.8433 sec,
1.8933 sec,
1.9483 sec,
1.9917 sec,
2.05 sec,
2.12 sec,
2.1683 sec,
2.2167 sec,
2.265 sec,
2.305 sec,
2.3433 sec,
2.3983 sec,
2.4517 sec,
2.5067 sec,
2.5583 sec,
2.61 sec,
2.6583 sec,
2.7117 sec,
2.7567 sec,
2.8167 sec,
2.8617 sec,
2.915 sec,
2.965 sec,
3.0183 sec,
3.0683 sec,
3.12 sec,
3.17 sec,
3.215 sec,
3.2717 sec,
3.32 sec,
3.3733 sec,
3.425 sec,
3.475 sec,
3.525 sec,
3.58 sec,
3.625 sec,
3.6767 sec,
3.7317 sec,
3.78 sec,
3.8333 sec,
3.8883 sec,
3.9333 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_74.png
3.9867 sec,
4.0367 sec,
4.0867 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_77.png
4.1417 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_78.png
4.1983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_79.png
4.2467 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_80.png
4.2983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_81.png
4.3433 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_82.png
4.3933 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_83.png
4.4517 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_84.png
4.5017 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_85.png
4.5517 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_86.png
4.6017 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_87.png
4.66 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_88.png
4.7083 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_89.png
4.76 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_90.png
4.8083 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_91.png
4.8617 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_92.png
4.9117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_93.png
4.96 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_94.png
5.0183 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_95.png
5.0617 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_96.png
5.115 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_97.png
5.1683 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_98.png
5.215 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_99.png
5.275 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_100.png
5.3183 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_101.png
5.3583 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_102.png
5.4117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_103.png
5.4683 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_104.png
5.5233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_105.png
5.5767 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_106.png
5.6233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_107.png
5.6733 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_108.png
5.73 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_109.png
5.78 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_110.png
5.8317 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_111.png
5.885 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_112.png
5.9317 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_113.png
5.985 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_114.png
6.0383 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_115.png
6.0867 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_116.png
6.155 sec,
6.1967 sec,
6.2367 sec,
6.2967 sec,
6.3433 sec,
6.395 sec,
6.45 sec,
6.5 sec,
6.5533 sec,
6.605 sec,
6.6533 sec,
6.7033 sec,
6.7567 sec,
6.8067 sec,
6.8583 sec,
6.9083 sec,
6.955 sec,
7.0033 sec,
7.065 sec,
7.1183 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\036-0\LPT\anno\PixelLabelData_1\LPT_Label_136.png
7.1783 sec,
7.2167 sec,
7.28 sec,
7.32 sec,
7.3667 sec,
7.4117 sec,
7.475 sec,
7.52 sec,
7.575 sec,
7.6217 sec,
7.6733 sec,
7.7267 sec,
7.77 sec,
7.8383 sec,
7.89 sec,
7.9417 sec,
7.98 sec,
8.03 sec,
8.0717 sec,
8.13 sec,
8.1783 sec,
8.23 sec,
8.2817 sec,
8.3367 sec,
8.3933 sec,
8.4433 sec,
8.4867 sec,
8.5417 sec,
8.5917 sec,
8.64 sec,
8.6917 sec,
8.7433 sec,
8.795 sec,
8.8467 sec,
8.895 sec,
8.96 sec,
8.9983 sec,
9.0633 sec,
9.1183 sec,
9.1617 sec,
9.195 sec,
9.2483 sec,
9.3083 sec,
9.355 sec,
9.4067 sec,
