Time,PixelLabelData,OriginalData
0.22 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_1.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_1.png
3.9333 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_74.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_74.png
4.0867 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_77.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_77.png
4.1417 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_78.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_78.png
4.1983 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_79.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_79.png
4.2467 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_80.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_80.png
4.2983 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_81.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_81.png
4.3433 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_82.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_82.png
4.3933 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_83.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_83.png
4.4517 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_84.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_84.png
4.5017 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_85.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_85.png
4.5517 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_86.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_86.png
4.6017 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_87.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_87.png
4.66 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_88.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_88.png
4.7083 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_89.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_89.png
4.76 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_90.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_90.png
4.8083 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_91.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_91.png
4.8617 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_92.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_92.png
4.9117 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_93.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_93.png
4.96 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_94.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_94.png
5.0183 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_95.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_95.png
5.0617 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_96.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_96.png
5.115 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_97.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_97.png
5.1683 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_98.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_98.png
5.215 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_99.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_99.png
5.275 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_100.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_100.png
5.3183 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_101.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_101.png
5.3583 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_102.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_102.png
5.4117 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_103.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_103.png
5.4683 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_104.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_104.png
5.5233 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_105.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_105.png
5.5767 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_106.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_106.png
5.6233 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_107.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_107.png
5.6733 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_108.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_108.png
5.73 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_109.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_109.png
5.78 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_110.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_110.png
5.8317 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_111.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_111.png
5.885 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_112.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_112.png
5.9317 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_113.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_113.png
5.985 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_114.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_114.png
6.0383 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_115.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_115.png
6.0867 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_116.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_116.png
7.1183 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_136.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_136.png
10.837 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_209.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_209.png
10.892 sec,Studies/036-0/LPT/anno/PixelLabelData_1/LPT_Label_210.png,Studies/036-0/LPT/anno/OriginalData/LPT_Label_210.png
