Time,PixelLabelData
0 sec,
0.0016667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_2.png
0.075 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_3.png
0.11833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_4.png
0.16 sec,
0.19167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_6.png
0.23167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_7.png
0.28667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_8.png
0.34833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_9.png
0.40667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_10.png
0.45833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_11.png
0.50667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_12.png
0.56167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_13.png
0.62333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_14.png
0.675 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_15.png
0.73167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_16.png
0.78 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_17.png
0.83833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_18.png
0.89 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_19.png
0.94333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_20.png
0.99667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_21.png
1.0533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_22.png
1.1033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_23.png
1.1617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_24.png
1.2333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_25.png
1.275 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_26.png
1.3433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_27.png
1.3817 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_28.png
1.45 sec,
1.4883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_30.png
1.5367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_31.png
1.5867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_32.png
1.645 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_33.png
1.69 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_34.png
1.7467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_35.png
1.805 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_36.png
1.8583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_37.png
1.9167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_38.png
1.9617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_39.png
2.02 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_40.png
2.0733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_41.png
2.13 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_42.png
2.185 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_43.png
2.235 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_44.png
2.2883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_45.png
2.36 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_46.png
2.4117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_47.png
2.4633 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_48.png
2.5133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_49.png
2.57 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_50.png
2.63 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_51.png
2.6883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_52.png
2.7317 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_53.png
