Time,PixelLabelData,OriginalData
0.11667 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_4.png,Studies/027/RPT/anno/OriginalData/RPT_Label_4.png
4.765 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_91.png,Studies/027/RPT/anno/OriginalData/RPT_Label_91.png
4.9367 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_94.png,Studies/027/RPT/anno/OriginalData/RPT_Label_94.png
5.0483 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_96.png,Studies/027/RPT/anno/OriginalData/RPT_Label_96.png
5.0983 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_97.png,Studies/027/RPT/anno/OriginalData/RPT_Label_97.png
5.2483 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_100.png,Studies/027/RPT/anno/OriginalData/RPT_Label_100.png
5.5017 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_105.png,Studies/027/RPT/anno/OriginalData/RPT_Label_105.png
5.8583 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_112.png,Studies/027/RPT/anno/OriginalData/RPT_Label_112.png
5.9583 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_114.png,Studies/027/RPT/anno/OriginalData/RPT_Label_114.png
8.255 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_156.png,Studies/027/RPT/anno/OriginalData/RPT_Label_156.png
8.6117 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_163.png,Studies/027/RPT/anno/OriginalData/RPT_Label_163.png
8.665 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_164.png,Studies/027/RPT/anno/OriginalData/RPT_Label_164.png
8.715 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_165.png,Studies/027/RPT/anno/OriginalData/RPT_Label_165.png
8.7633 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_166.png,Studies/027/RPT/anno/OriginalData/RPT_Label_166.png
8.8167 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_167.png,Studies/027/RPT/anno/OriginalData/RPT_Label_167.png
9.03 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_171.png,Studies/027/RPT/anno/OriginalData/RPT_Label_171.png
9.13 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_173.png,Studies/027/RPT/anno/OriginalData/RPT_Label_173.png
9.1817 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_174.png,Studies/027/RPT/anno/OriginalData/RPT_Label_174.png
9.245 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_175.png,Studies/027/RPT/anno/OriginalData/RPT_Label_175.png
9.295 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_176.png,Studies/027/RPT/anno/OriginalData/RPT_Label_176.png
9.4017 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_178.png,Studies/027/RPT/anno/OriginalData/RPT_Label_178.png
9.5 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_180.png,Studies/027/RPT/anno/OriginalData/RPT_Label_180.png
9.5583 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_181.png,Studies/027/RPT/anno/OriginalData/RPT_Label_181.png
9.605 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_182.png,Studies/027/RPT/anno/OriginalData/RPT_Label_182.png
9.6583 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_183.png,Studies/027/RPT/anno/OriginalData/RPT_Label_183.png
9.71 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_184.png,Studies/027/RPT/anno/OriginalData/RPT_Label_184.png
9.7567 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_185.png,Studies/027/RPT/anno/OriginalData/RPT_Label_185.png
9.81 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_186.png,Studies/027/RPT/anno/OriginalData/RPT_Label_186.png
9.8617 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_187.png,Studies/027/RPT/anno/OriginalData/RPT_Label_187.png
9.9167 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_188.png,Studies/027/RPT/anno/OriginalData/RPT_Label_188.png
12.592 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_238.png,Studies/027/RPT/anno/OriginalData/RPT_Label_238.png
13.687 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_258.png,Studies/027/RPT/anno/OriginalData/RPT_Label_258.png
13.737 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_259.png,Studies/027/RPT/anno/OriginalData/RPT_Label_259.png
13.782 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_260.png,Studies/027/RPT/anno/OriginalData/RPT_Label_260.png
13.837 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_261.png,Studies/027/RPT/anno/OriginalData/RPT_Label_261.png
13.885 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_262.png,Studies/027/RPT/anno/OriginalData/RPT_Label_262.png
13.943 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_263.png,Studies/027/RPT/anno/OriginalData/RPT_Label_263.png
13.99 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_264.png,Studies/027/RPT/anno/OriginalData/RPT_Label_264.png
14.037 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_265.png,Studies/027/RPT/anno/OriginalData/RPT_Label_265.png
14.088 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_266.png,Studies/027/RPT/anno/OriginalData/RPT_Label_266.png
14.207 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_268.png,Studies/027/RPT/anno/OriginalData/RPT_Label_268.png
14.25 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_269.png,Studies/027/RPT/anno/OriginalData/RPT_Label_269.png
14.325 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_270.png,Studies/027/RPT/anno/OriginalData/RPT_Label_270.png
14.47 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_273.png,Studies/027/RPT/anno/OriginalData/RPT_Label_273.png
14.562 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_274.png,Studies/027/RPT/anno/OriginalData/RPT_Label_274.png
17.24 sec,Studies/027/RPT/anno/PixelLabelData/RPT_Label_325.png,Studies/027/RPT/anno/OriginalData/RPT_Label_325.png
