Time,PixelLabelData
0 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_1.png
0.033333 sec,
0.083333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_3.png
0.125 sec,
0.17167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_5.png
0.21667 sec,
0.27167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_7.png
0.33167 sec,
0.38167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_9.png
0.435 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_10.png
0.48833 sec,
0.54167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_12.png
0.59667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_13.png
0.65 sec,
0.70333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_15.png
0.76167 sec,
0.81333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_17.png
0.86333 sec,
0.92 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_19.png
0.975 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_20.png
1.025 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_21.png
1.0783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_22.png
1.135 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_23.png
1.185 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_24.png
1.24 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_25.png
1.2933 sec,
1.3483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_27.png
1.4017 sec,
1.455 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_29.png
1.51 sec,
1.565 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_31.png
1.62 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_32.png
1.6717 sec,
1.725 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_34.png
1.775 sec,
1.8317 sec,
1.8867 sec,
1.94 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_38.png
1.9917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_39.png
2.0467 sec,
2.1017 sec,
2.1533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_42.png
2.2083 sec,
2.2617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_44.png
2.3133 sec,
2.37 sec,
2.4217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_47.png
2.4767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_48.png
2.5317 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_49.png
2.585 sec,
2.635 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_51.png
2.6917 sec,
2.7417 sec,
2.8017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_54.png
2.8517 sec,
2.9067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_56.png
2.96 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_57.png
3.015 sec,
3.07 sec,
3.125 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_60.png
3.1833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_61.png
3.235 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_62.png
3.2817 sec,
3.335 sec,
3.3883 sec,
3.44 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPT/anno/PixelLabelData/RPT_Label_66.png
3.4967 sec,
3.5483 sec,
3.6033 sec,
3.6567 sec,
3.71 sec,
3.765 sec,
3.8183 sec,
3.88 sec,
3.94 sec,
3.985 sec,
4.0567 sec,
4.1 sec,
4.15 sec,
4.1967 sec,
4.245 sec,
4.305 sec,
4.3633 sec,
4.415 sec,
4.4667 sec,
4.5217 sec,
4.5767 sec,
4.6267 sec,
4.6817 sec,
4.7367 sec,
4.785 sec,
4.8433 sec,
4.9133 sec,
4.9567 sec,
5.0267 sec,
5.0683 sec,
5.12 sec,
5.1733 sec,
5.2267 sec,
5.2783 sec,
5.33 sec,
5.38 sec,
5.435 sec,
5.49 sec,
5.545 sec,
5.5983 sec,
5.65 sec,
5.705 sec,
5.7617 sec,
5.8133 sec,
5.8633 sec,
5.9333 sec,
5.9833 sec,
6.0383 sec,
6.0933 sec,
6.145 sec,
6.195 sec,
6.2483 sec,
6.305 sec,
6.36 sec,
6.4117 sec,
6.4617 sec,
6.52 sec,
6.57 sec,
6.6333 sec,
6.6833 sec,
6.735 sec,
6.79 sec,
6.8383 sec,
6.9 sec,
6.95 sec,
7.0033 sec,
7.0567 sec,
7.1117 sec,
7.165 sec,
7.2183 sec,
7.27 sec,
7.325 sec,
7.3767 sec,
7.4317 sec,
7.4867 sec,
7.54 sec,
7.595 sec,
7.6433 sec,
7.7017 sec,
7.755 sec,
7.8083 sec,
7.865 sec,
7.9233 sec,
7.9717 sec,
8.0233 sec,
8.0767 sec,
8.13 sec,
8.185 sec,
8.235 sec,
8.2933 sec,
8.3433 sec,
8.3983 sec,
8.4533 sec,
8.5067 sec,
8.5617 sec,
8.615 sec,
8.6683 sec,
8.7183 sec,
8.7867 sec,
8.8333 sec,
8.8867 sec,
8.935 sec,
8.9867 sec,
9.0433 sec,
9.095 sec,
9.155 sec,
9.205 sec,
9.26 sec,
9.31 sec,
9.3633 sec,
9.4183 sec,
9.4717 sec,
9.5267 sec,
9.5833 sec,
9.6317 sec,
9.6867 sec,
9.7433 sec,
9.7917 sec,
9.8517 sec,
9.9083 sec,
9.9583 sec,
10.01 sec,
10.062 sec,
10.118 sec,
10.173 sec,
10.225 sec,
10.278 sec,
10.333 sec,
10.385 sec,
10.44 sec,
10.495 sec,
10.547 sec,
10.6 sec,
10.653 sec,
10.708 sec,
10.765 sec,
10.813 sec,
10.878 sec,
10.933 sec,
10.985 sec,
11.033 sec,
11.083 sec,
11.14 sec,
11.193 sec,
11.243 sec,
11.297 sec,
11.353 sec,
11.408 sec,
11.46 sec,
11.515 sec,
11.563 sec,
11.623 sec,
11.675 sec,
11.73 sec,
11.783 sec,
11.842 sec,
11.897 sec,
11.947 sec,
11.998 sec,
12.053 sec,
12.105 sec,
12.158 sec,
12.212 sec,
12.27 sec,
12.32 sec,
12.372 sec,
12.427 sec,
12.478 sec,
12.537 sec,
12.592 sec,
12.643 sec,
12.69 sec,
12.748 sec,
12.8 sec,
12.86 sec,
12.927 sec,
12.972 sec,
13.043 sec,
13.095 sec,
13.152 sec,
13.243 sec,
13.292 sec,
13.348 sec,
13.402 sec,
13.458 sec,
13.505 sec,
