Time,PixelLabelData
0 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_1.png
0.0016667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_2.png
0.061667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_3.png
0.12167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_4.png
0.18333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_5.png
0.24333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_6.png
0.3 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_7.png
0.34833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_8.png
0.40333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_9.png
0.45167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_10.png
0.50833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_11.png
0.565 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_12.png
0.61667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_13.png
0.67333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_14.png
0.72333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_15.png
0.78667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_16.png
0.84 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_17.png
0.89833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_18.png
0.945 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_19.png
0.98833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_20.png
1.04 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_21.png
1.1067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_22.png
