Time,PixelLabelData
0 sec,
0.045 sec,
0.1 sec,
0.14667 sec,
0.18833 sec,
0.245 sec,
0.28333 sec,
0.34833 sec,
0.4 sec,
0.455 sec,
0.50667 sec,
0.555 sec,
0.60667 sec,
0.65333 sec,
0.705 sec,
0.76 sec,
0.81167 sec,
0.85833 sec,
0.91167 sec,
0.97 sec,
1.02 sec,
1.0733 sec,
1.12 sec,
1.1733 sec,
1.2217 sec,
1.275 sec,
1.3283 sec,
1.3783 sec,
1.4317 sec,
1.4817 sec,
1.525 sec,
1.585 sec,
1.6283 sec,
1.6833 sec,
1.7317 sec,
1.7833 sec,
1.84 sec,
1.9283 sec,
1.9667 sec,
1.9983 sec,
2.0367 sec,
2.085 sec,
2.1433 sec,
2.2117 sec,
2.2567 sec,
2.3017 sec,
2.35 sec,
2.4067 sec,
2.4533 sec,
2.5017 sec,
2.5567 sec,
2.605 sec,
2.66 sec,
2.71 sec,
2.75 sec,
2.81 sec,
2.8667 sec,
2.9183 sec,
2.9617 sec,
3.015 sec,
3.07 sec,
3.12 sec,
3.1733 sec,
3.22 sec,
3.2717 sec,
3.3233 sec,
3.3717 sec,
3.42 sec,
3.4767 sec,
3.5317 sec,
3.5767 sec,
3.6333 sec,
3.6783 sec,
3.73 sec,
3.7817 sec,
3.83 sec,
3.8933 sec,
3.9433 sec,
3.9867 sec,
4.0367 sec,
4.0867 sec,
4.14 sec,
4.1883 sec,
4.2383 sec,
4.2917 sec,
4.345 sec,
4.3933 sec,
4.4433 sec,
4.495 sec,
4.5483 sec,
4.5967 sec,
4.65 sec,
4.7017 sec,
4.755 sec,
4.7983 sec,
4.8583 sec,
4.9083 sec,
4.96 sec,
5.01 sec,
5.06 sec,
5.1117 sec,
5.1667 sec,
5.2117 sec,
5.2633 sec,
5.3183 sec,
5.3717 sec,
5.42 sec,
5.4717 sec,
5.52 sec,
5.5717 sec,
5.625 sec,
5.6733 sec,
5.7267 sec,
5.7767 sec,
5.8267 sec,
5.8917 sec,
5.9483 sec,
5.985 sec,
6.0317 sec,
6.105 sec,
6.155 sec,
6.1933 sec,
6.235 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_123.png
6.2867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_124.png
6.3383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_125.png
6.3933 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_126.png
6.4333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_127.png
6.4867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_128.png
6.5567 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_129.png
6.6267 sec,
6.675 sec,
6.7033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_132.png
6.7483 sec,
6.8 sec,
6.8583 sec,
6.9117 sec,
6.9617 sec,
7.0133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_138.png
7.055 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_139.png
7.1133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_140.png
7.1683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_141.png
7.22 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_142.png
7.2717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_143.png
7.3183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_144.png
7.37 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_145.png
7.4183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_146.png
7.47 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_147.png
7.525 sec,
7.5783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_149.png
7.6283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_150.png
7.6867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_151.png
7.7483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_152.png
7.8 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_153.png
7.84 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_154.png
7.8883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_155.png
7.9283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_156.png
7.9717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_157.png
8.03 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_158.png
8.0817 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_159.png
8.135 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_160.png
8.1883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_161.png
8.24 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_162.png
8.2933 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_163.png
8.345 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_164.png
8.39 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_165.png
8.4433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_166.png
8.4933 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_167.png
8.5433 sec,
8.6 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_169.png
8.6467 sec,
8.6983 sec,
8.7517 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_172.png
8.8017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_173.png
8.8483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_174.png
8.905 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_175.png
8.95 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_176.png
8.9967 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_177.png
9.07 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_178.png
9.1167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_179.png
9.1617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_180.png
9.2 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_181.png
9.255 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_182.png
9.3117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_183.png
9.3617 sec,
9.4133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_185.png
9.46 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_186.png
9.51 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_187.png
9.5683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_188.png
9.6117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_189.png
9.6683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_190.png
9.7217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_191.png
9.765 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LLS/anno/PixelLabelData/LLS_Label_192.png
